SCHOOL_YEAR,FIPST,STATENAME,ST,SEA_NAME,STATE_AGENCY_NO,STAFF,STAFF_COUNT,TOTAL_INDICATOR,DMS_FLAG
2016-2017,22,LOUISIANA,LA,Louisiana Department of Education,01,Teachers,48408.12,Derived - Major Staffing Category,Derived
2016-2017,22,LOUISIANA,LA,Louisiana Department of Education,01,No Category Codes,97152.33,Education Unit Total,Reported
2016-2017,23,MAINE,ME,Maine Department of Education,01,All Other Support Staff,5473.00,Category Set A,Reported
2016-2017,23,MAINE,ME,Maine Department of Education,01,Elementary School Counselors,308.22,Category Set A,Imputation
2016-2017,23,MAINE,ME,Maine Department of Education,01,Elementary Teachers,8943.77,Category Set A,Reported
2016-2017,23,MAINE,ME,Maine Department of Education,01,Instructional Coordinators and Supervisors to the Staff,476.60,Category Set A,Reported
2016-2017,23,MAINE,ME,Maine Department of Education,01,Kindergarten Teachers,1082.78,Category Set A,Reported
2016-2017,23,MAINE,ME,Maine Department of Education,01,LEA Administrative Support Staff,704.20,Category Set A,Reported
2016-2017,23,MAINE,ME,Maine Department of Education,01,LEA Administrators,638.70,Category Set A,Reported
2016-2017,23,MAINE,ME,Maine Department of Education,01,Librarians/media specialists,192.80,Category Set A,Reported
2016-2017,23,MAINE,ME,Maine Department of Education,01,Library/Media Support Staff,300.60,Category Set A,Reported
2016-2017,23,MAINE,ME,Maine Department of Education,01,Missing,,Category Set A,Not reported
2016-2017,23,MAINE,ME,Maine Department of Education,01,Paraprofessionals/Instructional Aides,5983.30,Category Set A,Reported
2016-2017,23,MAINE,ME,Maine Department of Education,01,Pre-kindergarten Teachers,256.99,Category Set A,Reported
2016-2017,23,MAINE,ME,Maine Department of Education,01,School Administrative Support Staff,1360.00,Category Set A,Reported
2016-2017,23,MAINE,ME,Maine Department of Education,01,School administrators,921.40,Category Set A,Reported
2016-2017,23,MAINE,ME,Maine Department of Education,01,School Counselors,0.00,Category Set A,Imputation
2016-2017,23,MAINE,ME,Maine Department of Education,01,Secondary School Counselors,254.68,Category Set A,Imputation
2016-2017,23,MAINE,ME,Maine Department of Education,01,Secondary Teachers,4466.56,Category Set A,Reported
2016-2017,23,MAINE,ME,Maine Department of Education,01,Student Support Services Staff,4243.30,Category Set A,Reported
2016-2017,23,MAINE,ME,Maine Department of Education,01,Guidance Counselors,562.90,Derived - Major Staffing Category,Derived
2016-2017,23,MAINE,ME,Maine Department of Education,01,LEA Staff,1819.50,Derived - Major Staffing Category,Derived
2016-2017,23,MAINE,ME,Maine Department of Education,01,Other Staff,5473.00,Derived - Major Staffing Category,Derived
2016-2017,23,MAINE,ME,Maine Department of Education,01,School Staff,13001.40,Derived - Major Staffing Category,Derived
2016-2017,23,MAINE,ME,Maine Department of Education,01,Teachers,14750.10,Derived - Major Staffing Category,Derived
2016-2017,23,MAINE,ME,Maine Department of Education,01,No Category Codes,35606.90,Education Unit Total,Reported
2016-2017,24,MARYLAND,MD,Maryland State Department of Education,01,All Other Support Staff,19389.11,Category Set A,Reported
2016-2017,24,MARYLAND,MD,Maryland State Department of Education,01,Elementary School Counselors,1155.18,Category Set A,Reported
2016-2017,24,MARYLAND,MD,Maryland State Department of Education,01,Elementary Teachers,32211.33,Category Set A,Reported
2016-2017,24,MARYLAND,MD,Maryland State Department of Education,01,Instructional Coordinators and Supervisors to the Staff,1939.19,Category Set A,Reported
2016-2017,24,MARYLAND,MD,Maryland State Department of Education,01,Kindergarten Teachers,3068.90,Category Set A,Reported
2016-2017,24,MARYLAND,MD,Maryland State Department of Education,01,LEA Administrative Support Staff,2060.23,Category Set A,Reported
2016-2017,24,MARYLAND,MD,Maryland State Department of Education,01,LEA Administrators,3708.49,Category Set A,Reported
2016-2017,24,MARYLAND,MD,Maryland State Department of Education,01,Librarians/media specialists,1178.24,Category Set A,Reported
2016-2017,24,MARYLAND,MD,Maryland State Department of Education,01,Library/Media Support Staff,313.61,Category Set A,Reported
2016-2017,24,MARYLAND,MD,Maryland State Department of Education,01,Missing,,Category Set A,Not reported
2016-2017,24,MARYLAND,MD,Maryland State Department of Education,01,Paraprofessionals/Instructional Aides,11149.98,Category Set A,Reported
2016-2017,24,MARYLAND,MD,Maryland State Department of Education,01,Pre-kindergarten Teachers,1161.79,Category Set A,Reported
2016-2017,24,MARYLAND,MD,Maryland State Department of Education,01,School Administrative Support Staff,5811.95,Category Set A,Reported
2016-2017,24,MARYLAND,MD,Maryland State Department of Education,01,School administrators,3591.97,Category Set A,Reported
2016-2017,24,MARYLAND,MD,Maryland State Department of Education,01,School Counselors,0.00,Category Set A,Post-submission edit
2016-2017,24,MARYLAND,MD,Maryland State Department of Education,01,Secondary School Counselors,1220.80,Category Set A,Reported
2016-2017,24,MARYLAND,MD,Maryland State Department of Education,01,Secondary Teachers,23261.24,Category Set A,Reported
2016-2017,24,MARYLAND,MD,Maryland State Department of Education,01,Student Support Services Staff,5009.40,Category Set A,Reported
2016-2017,24,MARYLAND,MD,Maryland State Department of Education,01,Guidance Counselors,2375.98,Derived - Major Staffing Category,Derived
2016-2017,24,MARYLAND,MD,Maryland State Department of Education,01,LEA Staff,7707.91,Derived - Major Staffing Category,Derived
2016-2017,24,MARYLAND,MD,Maryland State Department of Education,01,Other Staff,19389.11,Derived - Major Staffing Category,Derived
2016-2017,24,MARYLAND,MD,Maryland State Department of Education,01,School Staff,27055.15,Derived - Major Staffing Category,Derived
2016-2017,24,MARYLAND,MD,Maryland State Department of Education,01,Teachers,59703.26,Derived - Major Staffing Category,Derived
2016-2017,24,MARYLAND,MD,Maryland State Department of Education,01,No Category Codes,117749.6,Education Unit Total,Reported
2016-2017,25,MASSACHUSETTS,MA,Mass. Department of Elementary and Secondary Education,01,All Other Support Staff,1641.94,Category Set A,Reported
2016-2017,25,MASSACHUSETTS,MA,Mass. Department of Elementary and Secondary Education,01,Elementary School Counselors,925.23,Category Set A,Reported
2016-2017,25,MASSACHUSETTS,MA,Mass. Department of Elementary and Secondary Education,01,Elementary Teachers,41655.13,Category Set A,Reported
2016-2017,25,MASSACHUSETTS,MA,Mass. Department of Elementary and Secondary Education,01,Instructional Coordinators and Supervisors to the Staff,448.22,Category Set A,Reported
2016-2017,25,MASSACHUSETTS,MA,Mass. Department of Elementary and Secondary Education,01,Kindergarten Teachers,4053.55,Category Set A,Reported
2016-2017,25,MASSACHUSETTS,MA,Mass. Department of Elementary and Secondary Education,01,LEA Administrative Support Staff,2897.70,Category Set A,Reported
2016-2017,25,MASSACHUSETTS,MA,Mass. Department of Elementary and Secondary Education,01,LEA Administrators,2568.72,Category Set A,Reported
2016-2017,25,MASSACHUSETTS,MA,Mass. Department of Elementary and Secondary Education,01,Librarians/media specialists,665.75,Category Set A,Reported
2016-2017,25,MASSACHUSETTS,MA,Mass. Department of Elementary and Secondary Education,01,Library/Media Support Staff,1319.41,Category Set A,Reported
2016-2017,25,MASSACHUSETTS,MA,Mass. Department of Elementary and Secondary Education,01,Missing,,Category Set A,Not reported
2016-2017,25,MASSACHUSETTS,MA,Mass. Department of Elementary and Secondary Education,01,Paraprofessionals/Instructional Aides,26108.29,Category Set A,Reported
2016-2017,25,MASSACHUSETTS,MA,Mass. Department of Elementary and Secondary Education,01,Pre-kindergarten Teachers,1672.91,Category Set A,Reported
2016-2017,25,MASSACHUSETTS,MA,Mass. Department of Elementary and Secondary Education,01,School Administrative Support Staff,5342.25,Category Set A,Reported
2016-2017,25,MASSACHUSETTS,MA,Mass. Department of Elementary and Secondary Education,01,School administrators,4898.68,Category Set A,Reported
2016-2017,25,MASSACHUSETTS,MA,Mass. Department of Elementary and Secondary Education,01,School Counselors,0.00,Category Set A,Reported
2016-2017,25,MASSACHUSETTS,MA,Mass. Department of Elementary and Secondary Education,01,Secondary School Counselors,1423.94,Category Set A,Reported
2016-2017,25,MASSACHUSETTS,MA,Mass. Department of Elementary and Secondary Education,01,Secondary Teachers,25031.45,Category Set A,Reported
2016-2017,25,MASSACHUSETTS,MA,Mass. Department of Elementary and Secondary Education,01,Student Support Services Staff,10078.80,Category Set A,Reported
2016-2017,25,MASSACHUSETTS,MA,Mass. Department of Elementary and Secondary Education,01,Ungraded Teachers,0.00,Category Set A,Reported
2016-2017,25,MASSACHUSETTS,MA,Mass. Department of Elementary and Secondary Education,01,Guidance Counselors,2349.17,Derived - Major Staffing Category,Derived
2016-2017,25,MASSACHUSETTS,MA,Mass. Department of Elementary and Secondary Education,01,LEA Staff,5914.64,Derived - Major Staffing Category,Derived
2016-2017,25,MASSACHUSETTS,MA,Mass. Department of Elementary and Secondary Education,01,Other Staff,1641.94,Derived - Major Staffing Category,Derived
2016-2017,25,MASSACHUSETTS,MA,Mass. Department of Elementary and Secondary Education,01,School Staff,48413.18,Derived - Major Staffing Category,Derived
2016-2017,25,MASSACHUSETTS,MA,Mass. Department of Elementary and Secondary Education,01,Teachers,72413.04,Derived - Major Staffing Category,Derived
2016-2017,25,MASSACHUSETTS,MA,Mass. Department of Elementary and Secondary Education,01,No Category Codes,130732.0,Education Unit Total,Reported
2016-2017,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,All Other Support Staff,36409.71,Category Set A,Reported
2016-2017,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,Elementary School Counselors,259.65,Category Set A,Reported
2016-2017,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,Elementary Teachers,28100.88,Category Set A,Reported
2016-2017,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,Instructional Coordinators and Supervisors to the Staff,1311.77,Category Set A,Reported
2016-2017,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,Kindergarten Teachers,4980.04,Category Set A,Reported
2016-2017,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,LEA Administrative Support Staff,1115.12,Category Set A,Reported
2016-2017,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,LEA Administrators,4209.22,Category Set A,Reported
2016-2017,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,Librarians/media specialists,428.61,Category Set A,Reported
2016-2017,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,Library/Media Support Staff,588.48,Category Set A,Reported
2016-2017,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,Missing,,Category Set A,Not reported
2016-2017,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,Paraprofessionals/Instructional Aides,20096.65,Category Set A,Reported
2016-2017,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,Pre-kindergarten Teachers,1674.60,Category Set A,Reported
2016-2017,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,School Administrative Support Staff,10909.65,Category Set A,Reported
2016-2017,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,School administrators,6603.24,Category Set A,Reported
2016-2017,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,School Counselors,301.71,Category Set A,Reported
2016-2017,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,Secondary School Counselors,1501.79,Category Set A,Reported
2016-2017,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,Secondary Teachers,32784.81,Category Set A,Reported
2016-2017,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,Student Support Services Staff,14223.26,Category Set A,Reported
2016-2017,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,Ungraded Teachers,16056.83,Category Set A,Reported
2016-2017,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,Guidance Counselors,2063.15,Derived - Major Staffing Category,Derived
2016-2017,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,LEA Staff,6636.11,Derived - Major Staffing Category,Derived
2016-2017,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,Other Staff,36409.71,Derived - Major Staffing Category,Derived
2016-2017,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,School Staff,52849.89,Derived - Major Staffing Category,Derived
2016-2017,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,Teachers,83597.16,Derived - Major Staffing Category,Derived
2016-2017,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,No Category Codes,181556.0,Education Unit Total,Reported
2016-2017,27,MINNESOTA,MN,Minnesota Department of Education,01,All Other Support Staff,13103.13,Category Set A,Reported
2016-2017,27,MINNESOTA,MN,Minnesota Department of Education,01,Elementary School Counselors,211.96,Category Set A,Reported
2016-2017,27,MINNESOTA,MN,Minnesota Department of Education,01,Elementary Teachers,25139.65,Category Set A,Reported
2016-2017,27,MINNESOTA,MN,Minnesota Department of Education,01,Instructional Coordinators and Supervisors to the Staff,1730.42,Category Set A,Reported
2016-2017,27,MINNESOTA,MN,Minnesota Department of Education,01,Kindergarten Teachers,3407.86,Category Set A,Reported
2016-2017,27,MINNESOTA,MN,Minnesota Department of Education,01,LEA Administrative Support Staff,2235.02,Category Set A,Reported
2016-2017,27,MINNESOTA,MN,Minnesota Department of Education,01,LEA Administrators,2365.55,Category Set A,Reported
2016-2017,27,MINNESOTA,MN,Minnesota Department of Education,01,Librarians/media specialists,567.05,Category Set A,Reported
2016-2017,27,MINNESOTA,MN,Minnesota Department of Education,01,Library/Media Support Staff,709.36,Category Set A,Reported
2016-2017,27,MINNESOTA,MN,Minnesota Department of Education,01,Missing,,Category Set A,Not reported
2016-2017,27,MINNESOTA,MN,Minnesota Department of Education,01,Paraprofessionals/Instructional Aides,19620.66,Category Set A,Reported
2016-2017,27,MINNESOTA,MN,Minnesota Department of Education,01,Pre-kindergarten Teachers,2007.53,Category Set A,Reported
2016-2017,27,MINNESOTA,MN,Minnesota Department of Education,01,School Administrative Support Staff,3905.85,Category Set A,Reported
2016-2017,27,MINNESOTA,MN,Minnesota Department of Education,01,School administrators,2530.69,Category Set A,Reported
2016-2017,27,MINNESOTA,MN,Minnesota Department of Education,01,School Counselors,0.00,Category Set A,Post-submission edit
2016-2017,27,MINNESOTA,MN,Minnesota Department of Education,01,Secondary School Counselors,1115.66,Category Set A,Reported
2016-2017,27,MINNESOTA,MN,Minnesota Department of Education,01,Secondary Teachers,24270.02,Category Set A,Reported
2016-2017,27,MINNESOTA,MN,Minnesota Department of Education,01,Student Support Services Staff,13822.60,Category Set A,Reported
2016-2017,27,MINNESOTA,MN,Minnesota Department of Education,01,Ungraded Teachers,1889.48,Category Set A,Reported
2016-2017,27,MINNESOTA,MN,Minnesota Department of Education,01,Guidance Counselors,1327.62,Derived - Major Staffing Category,Derived
2016-2017,27,MINNESOTA,MN,Minnesota Department of Education,01,LEA Staff,6330.99,Derived - Major Staffing Category,Derived
2016-2017,27,MINNESOTA,MN,Minnesota Department of Education,01,Other Staff,13103.13,Derived - Major Staffing Category,Derived
2016-2017,27,MINNESOTA,MN,Minnesota Department of Education,01,School Staff,41156.21,Derived - Major Staffing Category,Derived
2016-2017,27,MINNESOTA,MN,Minnesota Department of Education,01,Teachers,56714.54,Derived - Major Staffing Category,Derived
2016-2017,27,MINNESOTA,MN,Minnesota Department of Education,01,No Category Codes,118632.5,Education Unit Total,Reported
2016-2017,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,All Other Support Staff,14004.69,Category Set A,Reported
2016-2017,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,Elementary School Counselors,505.57,Category Set A,Reported
2016-2017,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,Elementary Teachers,12632.02,Category Set A,Reported
2016-2017,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,Instructional Coordinators and Supervisors to the Staff,709.48,Category Set A,Reported
2016-2017,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,Kindergarten Teachers,1807.56,Category Set A,Reported
2016-2017,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,LEA Administrative Support Staff,2067.52,Category Set A,Reported
2016-2017,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,LEA Administrators,993.32,Category Set A,Reported
2016-2017,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,Librarians/media specialists,808.82,Category Set A,Reported
2016-2017,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,Library/Media Support Staff,99.03,Category Set A,Reported
2016-2017,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,Missing,,Category Set A,Not reported
2016-2017,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,Paraprofessionals/Instructional Aides,8171.82,Category Set A,Reported
2016-2017,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,Pre-kindergarten Teachers,467.15,Category Set A,Reported
2016-2017,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,School Administrative Support Staff,2421.09,Category Set A,Reported
2016-2017,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,School administrators,2001.00,Category Set A,Reported
2016-2017,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,School Counselors,0.00,Category Set A,Post-submission edit
2016-2017,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,Secondary School Counselors,610.67,Category Set A,Reported
2016-2017,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,Secondary Teachers,13195.50,Category Set A,Reported
2016-2017,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,Student Support Services Staff,3265.47,Category Set A,Reported
2016-2017,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,Ungraded Teachers,3822.25,Category Set A,Reported
2016-2017,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,Guidance Counselors,1116.24,Derived - Major Staffing Category,Derived
2016-2017,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,LEA Staff,3770.32,Derived - Major Staffing Category,Derived
2016-2017,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,Other Staff,14004.69,Derived - Major Staffing Category,Derived
2016-2017,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,School Staff,16767.23,Derived - Major Staffing Category,Derived
2016-2017,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,Teachers,31924.48,Derived - Major Staffing Category,Derived
2016-2017,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,No Category Codes,67582.96,Education Unit Total,Reported
2016-2017,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,All Other Support Staff,21622.88,Category Set A,Reported
2016-2017,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,Elementary School Counselors,1118.28,Category Set A,Reported
2016-2017,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,Elementary Teachers,28897.54,Category Set A,Reported
2016-2017,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,Instructional Coordinators and Supervisors to the Staff,1422.92,Category Set A,Reported
2016-2017,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,Kindergarten Teachers,4206.71,Category Set A,Reported
2016-2017,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,LEA Administrative Support Staff,6161.72,Category Set A,Reported
2016-2017,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,LEA Administrators,888.30,Category Set A,Reported
2016-2017,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,Librarians/media specialists,1385.84,Category Set A,Reported
2016-2017,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,Library/Media Support Staff,84.99,Category Set A,Reported
2016-2017,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,Missing,,Category Set A,Not reported
2016-2017,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,Paraprofessionals/Instructional Aides,13571.81,Category Set A,Reported
2016-2017,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,Pre-kindergarten Teachers,2130.72,Category Set A,Reported
2016-2017,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,School Administrative Support Staff,251.51,Category Set A,Reported
2016-2017,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,School administrators,3292.60,Category Set A,Reported
2016-2017,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,School Counselors,939.89,Category Set A,Reported
2016-2017,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,Secondary School Counselors,586.95,Category Set A,Reported
2016-2017,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,Secondary Teachers,32691.26,Category Set A,Reported
2016-2017,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,Student Support Services Staff,5412.02,Category Set A,Reported
2016-2017,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,Guidance Counselors,2645.12,Derived - Major Staffing Category,Derived
2016-2017,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,LEA Staff,8472.94,Derived - Major Staffing Category,Derived
2016-2017,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,Other Staff,21622.88,Derived - Major Staffing Category,Derived
2016-2017,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,School Staff,23998.77,Derived - Major Staffing Category,Derived
2016-2017,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,Teachers,67926.23,Derived - Major Staffing Category,Derived
2016-2017,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,No Category Codes,124665.9,Education Unit Total,Reported
2016-2017,30,MONTANA,MT,Montana Office of Public Instruction,01,All Other Support Staff,3801.36,Category Set A,Reported
2016-2017,30,MONTANA,MT,Montana Office of Public Instruction,01,Elementary School Counselors,311.33,Category Set A,Reported
2016-2017,30,MONTANA,MT,Montana Office of Public Instruction,01,Elementary Teachers,6320.63,Category Set A,Imputation
2016-2017,30,MONTANA,MT,Montana Office of Public Instruction,01,Instructional Coordinators and Supervisors to the Staff,183.08,Category Set A,Reported
2016-2017,30,MONTANA,MT,Montana Office of Public Instruction,01,Kindergarten Teachers,772.78,Category Set A,Imputation
2016-2017,30,MONTANA,MT,Montana Office of Public Instruction,01,LEA Administrative Support Staff,752.48,Category Set A,Reported
2016-2017,30,MONTANA,MT,Montana Office of Public Instruction,01,LEA Administrators,441.22,Category Set A,Reported
2016-2017,30,MONTANA,MT,Montana Office of Public Instruction,01,Librarians/media specialists,365.90,Category Set A,Reported
2016-2017,30,MONTANA,MT,Montana Office of Public Instruction,01,Library/Media Support Staff,,Category Set A,Missing
2016-2017,30,MONTANA,MT,Montana Office of Public Instruction,01,Missing,,Category Set A,Not reported
2016-2017,30,MONTANA,MT,Montana Office of Public Instruction,01,Paraprofessionals/Instructional Aides,2680.29,Category Set A,Reported
2016-2017,30,MONTANA,MT,Montana Office of Public Instruction,01,Pre-kindergarten Teachers,297.93,Category Set A,Imputation
2016-2017,30,MONTANA,MT,Montana Office of Public Instruction,01,School Administrative Support Staff,771.64,Category Set A,Reported
2016-2017,30,MONTANA,MT,Montana Office of Public Instruction,01,School administrators,519.89,Category Set A,Reported
2016-2017,30,MONTANA,MT,Montana Office of Public Instruction,01,School Counselors,1.00,Category Set A,Reported
2016-2017,30,MONTANA,MT,Montana Office of Public Instruction,01,Secondary School Counselors,163.02,Category Set A,Reported
2016-2017,30,MONTANA,MT,Montana Office of Public Instruction,01,Secondary Teachers,3127.36,Category Set A,Reported
2016-2017,30,MONTANA,MT,Montana Office of Public Instruction,01,Student Support Services Staff,686.93,Category Set A,Reported
2016-2017,30,MONTANA,MT,Montana Office of Public Instruction,01,Ungraded Teachers,36.48,Category Set A,Reported
2016-2017,30,MONTANA,MT,Montana Office of Public Instruction,01,Guidance Counselors,475.35,Derived - Major Staffing Category,Derived
2016-2017,30,MONTANA,MT,Montana Office of Public Instruction,01,LEA Staff,1376.78,Derived - Major Staffing Category,Derived
2016-2017,30,MONTANA,MT,Montana Office of Public Instruction,01,Other Staff,3801.36,Derived - Major Staffing Category,Derived
2016-2017,30,MONTANA,MT,Montana Office of Public Instruction,01,School Staff,5024.65,Derived - Major Staffing Category,Derived
2016-2017,30,MONTANA,MT,Montana Office of Public Instruction,01,Teachers,10555.18,Derived - Major Staffing Category,Derived
2016-2017,30,MONTANA,MT,Montana Office of Public Instruction,01,No Category Codes,21233.32,Education Unit Total,Reported
2016-2017,31,NEBRASKA,NE,Nebraska Department of Education,01,All Other Support Staff,8629.23,Category Set A,Reported
2016-2017,31,NEBRASKA,NE,Nebraska Department of Education,01,Elementary School Counselors,432.11,Category Set A,Reported
2016-2017,31,NEBRASKA,NE,Nebraska Department of Education,01,Elementary Teachers,12846.81,Category Set A,Imputation
2016-2017,31,NEBRASKA,NE,Nebraska Department of Education,01,Instructional Coordinators and Supervisors to the Staff,809.02,Category Set A,Reported
2016-2017,31,NEBRASKA,NE,Nebraska Department of Education,01,Kindergarten Teachers,1569.38,Category Set A,Imputation
2016-2017,31,NEBRASKA,NE,Nebraska Department of Education,01,LEA Administrative Support Staff,1285.65,Category Set A,Reported
2016-2017,31,NEBRASKA,NE,Nebraska Department of Education,01,LEA Administrators,655.60,Category Set A,Reported
2016-2017,31,NEBRASKA,NE,Nebraska Department of Education,01,Librarians/media specialists,541.88,Category Set A,Reported
2016-2017,31,NEBRASKA,NE,Nebraska Department of Education,01,Library/Media Support Staff,405.23,Category Set A,Reported
2016-2017,31,NEBRASKA,NE,Nebraska Department of Education,01,Missing,,Category Set A,Not reported
2016-2017,31,NEBRASKA,NE,Nebraska Department of Education,01,Paraprofessionals/Instructional Aides,7006.14,Category Set A,Reported
2016-2017,31,NEBRASKA,NE,Nebraska Department of Education,01,Pre-kindergarten Teachers,804.64,Category Set A,Reported
