SCHOOL_YEAR,FIPST,STATENAME,ST,SEA_NAME,STATE_AGENCY_NO,STAFF,STAFF_COUNT,TOTAL_INDICATOR,DMS_FLAG
2018-2019,23,MAINE,ME,Maine Department of Education,01,Instructional Coordinators and Supervisors to the Staff,567.00,Category Set A,Reported
2018-2019,23,MAINE,ME,Maine Department of Education,01,Kindergarten Teachers,1085.41,Category Set A,Reported
2018-2019,23,MAINE,ME,Maine Department of Education,01,LEA Administrative Support Staff,725.70,Category Set A,Reported
2018-2019,23,MAINE,ME,Maine Department of Education,01,LEA Administrators,672.50,Category Set A,Reported
2018-2019,23,MAINE,ME,Maine Department of Education,01,Librarians/media specialists,194.30,Category Set A,Reported
2018-2019,23,MAINE,ME,Maine Department of Education,01,Library/Media Support Staff,303.00,Category Set A,Reported
2018-2019,23,MAINE,ME,Maine Department of Education,01,Missing,,Category Set A,Not reported
2018-2019,23,MAINE,ME,Maine Department of Education,01,Paraprofessionals/Instructional Aides,6329.70,Category Set A,Reported
2018-2019,23,MAINE,ME,Maine Department of Education,01,Pre-kindergarten Teachers,328.39,Category Set A,Reported
2018-2019,23,MAINE,ME,Maine Department of Education,01,School Administrative Support Staff,1344.60,Category Set A,Reported
2018-2019,23,MAINE,ME,Maine Department of Education,01,School administrators,966.00,Category Set A,Reported
2018-2019,23,MAINE,ME,Maine Department of Education,01,School Counselors,0.00,Category Set A,Imputation
2018-2019,23,MAINE,ME,Maine Department of Education,01,Secondary School Counselors,263.63,Category Set A,Imputation
2018-2019,23,MAINE,ME,Maine Department of Education,01,Secondary Teachers,4490.61,Category Set A,Reported
2018-2019,23,MAINE,ME,Maine Department of Education,01,Student Support Services Staff,4184.60,Category Set A,Reported
2018-2019,23,MAINE,ME,Maine Department of Education,01,Guidance Counselors,579.70,Derived - Major Staffing Category,Derived
2018-2019,23,MAINE,ME,Maine Department of Education,01,LEA Staff,1965.20,Derived - Major Staffing Category,Derived
2018-2019,23,MAINE,ME,Maine Department of Education,01,Other Staff,5397.40,Derived - Major Staffing Category,Derived
2018-2019,23,MAINE,ME,Maine Department of Education,01,School Staff,13322.20,Derived - Major Staffing Category,Derived
2018-2019,23,MAINE,ME,Maine Department of Education,01,Teachers,15033.90,Derived - Major Staffing Category,Derived
2018-2019,23,MAINE,ME,Maine Department of Education,01,No Category Codes,36298.40,Education Unit Total,Reported
2018-2019,24,MARYLAND,MD,Maryland State Department of Education,01,All Other Support Staff,19506.14,Category Set A,Reported
2018-2019,24,MARYLAND,MD,Maryland State Department of Education,01,Elementary School Counselors,1212.89,Category Set A,Reported
2018-2019,24,MARYLAND,MD,Maryland State Department of Education,01,Elementary Teachers,32181.04,Category Set A,Reported
2018-2019,24,MARYLAND,MD,Maryland State Department of Education,01,Instructional Coordinators and Supervisors to the Staff,2103.43,Category Set A,Reported
2018-2019,24,MARYLAND,MD,Maryland State Department of Education,01,Kindergarten Teachers,2955.65,Category Set A,Reported
2018-2019,24,MARYLAND,MD,Maryland State Department of Education,01,LEA Administrative Support Staff,1959.04,Category Set A,Reported
2018-2019,24,MARYLAND,MD,Maryland State Department of Education,01,LEA Administrators,3926.09,Category Set A,Reported
2018-2019,24,MARYLAND,MD,Maryland State Department of Education,01,Librarians/media specialists,1148.33,Category Set A,Reported
2018-2019,24,MARYLAND,MD,Maryland State Department of Education,01,Library/Media Support Staff,274.09,Category Set A,Reported
2018-2019,24,MARYLAND,MD,Maryland State Department of Education,01,Missing,,Category Set A,Not reported
2018-2019,24,MARYLAND,MD,Maryland State Department of Education,01,Paraprofessionals/Instructional Aides,11678.67,Category Set A,Reported
2018-2019,24,MARYLAND,MD,Maryland State Department of Education,01,Pre-kindergarten Teachers,1288.17,Category Set A,Reported
2018-2019,24,MARYLAND,MD,Maryland State Department of Education,01,School Administrative Support Staff,5644.29,Category Set A,Reported
2018-2019,24,MARYLAND,MD,Maryland State Department of Education,01,School administrators,3674.43,Category Set A,Reported
2018-2019,24,MARYLAND,MD,Maryland State Department of Education,01,School Counselors,0.00,Category Set A,Post-submission edit
2018-2019,24,MARYLAND,MD,Maryland State Department of Education,01,Secondary School Counselors,1261.90,Category Set A,Reported
2018-2019,24,MARYLAND,MD,Maryland State Department of Education,01,Secondary Teachers,24274.04,Category Set A,Reported
2018-2019,24,MARYLAND,MD,Maryland State Department of Education,01,Student Support Services Staff,6698.20,Category Set A,Reported
2018-2019,24,MARYLAND,MD,Maryland State Department of Education,01,Guidance Counselors,2474.79,Derived - Major Staffing Category,Derived
2018-2019,24,MARYLAND,MD,Maryland State Department of Education,01,LEA Staff,7988.56,Derived - Major Staffing Category,Derived
2018-2019,24,MARYLAND,MD,Maryland State Department of Education,01,Other Staff,19506.14,Derived - Major Staffing Category,Derived
2018-2019,24,MARYLAND,MD,Maryland State Department of Education,01,School Staff,29118.01,Derived - Major Staffing Category,Derived
2018-2019,24,MARYLAND,MD,Maryland State Department of Education,01,Teachers,60698.90,Derived - Major Staffing Category,Derived
2018-2019,24,MARYLAND,MD,Maryland State Department of Education,01,No Category Codes,119786.4,Education Unit Total,Reported
2018-2019,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,All Other Support Staff,1817.15,Category Set A,Reported
2018-2019,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Elementary School Counselors,932.25,Category Set A,Reported
2018-2019,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Elementary Teachers,41876.86,Category Set A,Reported
2018-2019,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Instructional Coordinators and Supervisors to the Staff,492.56,Category Set A,Reported
2018-2019,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Kindergarten Teachers,4356.75,Category Set A,Reported
2018-2019,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,LEA Administrative Support Staff,2975.50,Category Set A,Reported
2018-2019,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,LEA Administrators,2656.62,Category Set A,Reported
2018-2019,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Librarians/media specialists,621.15,Category Set A,Reported
2018-2019,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Library/Media Support Staff,1385.73,Category Set A,Reported
2018-2019,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Missing,,Category Set A,Not reported
2018-2019,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Paraprofessionals/Instructional Aides,26346.03,Category Set A,Reported
2018-2019,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Pre-kindergarten Teachers,1581.10,Category Set A,Reported
2018-2019,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,School Administrative Support Staff,5370.26,Category Set A,Reported
2018-2019,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,School administrators,5108.49,Category Set A,Reported
2018-2019,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,School Counselors,0.00,Category Set A,Reported
2018-2019,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Secondary School Counselors,1497.76,Category Set A,Reported
2018-2019,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Secondary Teachers,26053.78,Category Set A,Reported
2018-2019,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Student Support Services Staff,11003.01,Category Set A,Reported
2018-2019,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Ungraded Teachers,0.00,Category Set A,Reported
2018-2019,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Guidance Counselors,2430.01,Derived - Major Staffing Category,Derived
2018-2019,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,LEA Staff,6124.68,Derived - Major Staffing Category,Derived
2018-2019,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Other Staff,1817.15,Derived - Major Staffing Category,Derived
2018-2019,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,School Staff,49834.67,Derived - Major Staffing Category,Derived
2018-2019,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Teachers,73868.49,Derived - Major Staffing Category,Derived
2018-2019,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,No Category Codes,134075.0,Education Unit Total,Reported
2018-2019,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,All Other Support Staff,38763.17,Category Set A,Reported
2018-2019,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,Elementary School Counselors,235.56,Category Set A,Reported
2018-2019,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,Elementary Teachers,28567.07,Category Set A,Reported
2018-2019,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,Instructional Coordinators and Supervisors to the Staff,1311.66,Category Set A,Reported
2018-2019,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,Kindergarten Teachers,5121.44,Category Set A,Reported
2018-2019,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,LEA Administrative Support Staff,1189.39,Category Set A,Reported
2018-2019,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,LEA Administrators,4286.03,Category Set A,Reported
2018-2019,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,Librarians/media specialists,483.54,Category Set A,Reported
2018-2019,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,Library/Media Support Staff,820.16,Category Set A,Reported
2018-2019,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,Missing,,Category Set A,Not reported
2018-2019,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,Paraprofessionals/Instructional Aides,20965.39,Category Set A,Reported
2018-2019,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,Pre-kindergarten Teachers,1714.64,Category Set A,Reported
2018-2019,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,School Administrative Support Staff,11430.90,Category Set A,Reported
2018-2019,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,School administrators,6889.32,Category Set A,Reported
2018-2019,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,School Counselors,291.26,Category Set A,Reported
2018-2019,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,Secondary School Counselors,1650.78,Category Set A,Reported
2018-2019,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,Secondary Teachers,33271.04,Category Set A,Reported
2018-2019,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,Student Support Services Staff,15420.09,Category Set A,Reported
2018-2019,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,Ungraded Teachers,16341.17,Category Set A,Reported
2018-2019,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,Guidance Counselors,2177.60,Derived - Major Staffing Category,Derived
2018-2019,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,LEA Staff,6787.08,Derived - Major Staffing Category,Derived
2018-2019,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,Other Staff,38763.17,Derived - Major Staffing Category,Derived
2018-2019,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,School Staff,56009.40,Derived - Major Staffing Category,Derived
2018-2019,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,Teachers,85015.36,Derived - Major Staffing Category,Derived
2018-2019,26,MICHIGAN,MI,MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI),01,No Category Codes,188752.6,Education Unit Total,Reported
2018-2019,27,MINNESOTA,MN,Minnesota Department of Education,01,All Other Support Staff,13109.11,Category Set A,Reported
2018-2019,27,MINNESOTA,MN,Minnesota Department of Education,01,Elementary School Counselors,218.01,Category Set A,Reported
2018-2019,27,MINNESOTA,MN,Minnesota Department of Education,01,Elementary Teachers,25347.26,Category Set A,Reported
2018-2019,27,MINNESOTA,MN,Minnesota Department of Education,01,Instructional Coordinators and Supervisors to the Staff,2966.12,Category Set A,Reported
2018-2019,27,MINNESOTA,MN,Minnesota Department of Education,01,Kindergarten Teachers,3418.64,Category Set A,Reported
2018-2019,27,MINNESOTA,MN,Minnesota Department of Education,01,LEA Administrative Support Staff,2065.37,Category Set A,Reported
2018-2019,27,MINNESOTA,MN,Minnesota Department of Education,01,LEA Administrators,2500.30,Category Set A,Reported
2018-2019,27,MINNESOTA,MN,Minnesota Department of Education,01,Librarians/media specialists,512.66,Category Set A,Reported
2018-2019,27,MINNESOTA,MN,Minnesota Department of Education,01,Library/Media Support Staff,706.87,Category Set A,Reported
2018-2019,27,MINNESOTA,MN,Minnesota Department of Education,01,Missing,,Category Set A,Not reported
2018-2019,27,MINNESOTA,MN,Minnesota Department of Education,01,Paraprofessionals/Instructional Aides,20236.02,Category Set A,Reported
2018-2019,27,MINNESOTA,MN,Minnesota Department of Education,01,Pre-kindergarten Teachers,2350.36,Category Set A,Reported
2018-2019,27,MINNESOTA,MN,Minnesota Department of Education,01,School Administrative Support Staff,3890.89,Category Set A,Reported
2018-2019,27,MINNESOTA,MN,Minnesota Department of Education,01,School administrators,2619.23,Category Set A,Reported
2018-2019,27,MINNESOTA,MN,Minnesota Department of Education,01,School Counselors,0.00,Category Set A,Post-submission edit
2018-2019,27,MINNESOTA,MN,Minnesota Department of Education,01,Secondary School Counselors,1141.40,Category Set A,Reported
2018-2019,27,MINNESOTA,MN,Minnesota Department of Education,01,Secondary Teachers,24655.74,Category Set A,Reported
2018-2019,27,MINNESOTA,MN,Minnesota Department of Education,01,Student Support Services Staff,14979.24,Category Set A,Reported
2018-2019,27,MINNESOTA,MN,Minnesota Department of Education,01,Ungraded Teachers,1926.44,Category Set A,Reported
2018-2019,27,MINNESOTA,MN,Minnesota Department of Education,01,Guidance Counselors,1359.41,Derived - Major Staffing Category,Derived
2018-2019,27,MINNESOTA,MN,Minnesota Department of Education,01,LEA Staff,7531.79,Derived - Major Staffing Category,Derived
2018-2019,27,MINNESOTA,MN,Minnesota Department of Education,01,Other Staff,13109.11,Derived - Major Staffing Category,Derived
2018-2019,27,MINNESOTA,MN,Minnesota Department of Education,01,School Staff,42944.91,Derived - Major Staffing Category,Derived
2018-2019,27,MINNESOTA,MN,Minnesota Department of Education,01,Teachers,57698.44,Derived - Major Staffing Category,Derived
2018-2019,27,MINNESOTA,MN,Minnesota Department of Education,01,No Category Codes,122643.7,Education Unit Total,Reported
2018-2019,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,All Other Support Staff,13535.36,Category Set A,Reported
2018-2019,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,Elementary School Counselors,497.43,Category Set A,Reported
2018-2019,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,Elementary Teachers,12730.88,Category Set A,Reported
2018-2019,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,Instructional Coordinators and Supervisors to the Staff,691.36,Category Set A,Reported
2018-2019,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,Kindergarten Teachers,1747.73,Category Set A,Reported
2018-2019,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,LEA Administrative Support Staff,2061.33,Category Set A,Reported
2018-2019,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,LEA Administrators,995.81,Category Set A,Reported
2018-2019,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,Librarians/media specialists,762.03,Category Set A,Reported
2018-2019,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,Library/Media Support Staff,84.22,Category Set A,Reported
2018-2019,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,Missing,,Category Set A,Not reported
2018-2019,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,Paraprofessionals/Instructional Aides,8331.24,Category Set A,Reported
2018-2019,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,Pre-kindergarten Teachers,542.78,Category Set A,Reported
2018-2019,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,School Administrative Support Staff,2433.86,Category Set A,Reported
2018-2019,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,School administrators,2063.74,Category Set A,Reported
2018-2019,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,School Counselors,0.00,Category Set A,Post-submission edit
2018-2019,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,Secondary School Counselors,597.85,Category Set A,Reported
2018-2019,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,Secondary Teachers,13287.79,Category Set A,Reported
2018-2019,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,Student Support Services Staff,3282.53,Category Set A,Reported
2018-2019,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,Ungraded Teachers,3653.53,Category Set A,Reported
2018-2019,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,Guidance Counselors,1095.28,Derived - Major Staffing Category,Derived
2018-2019,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,LEA Staff,3748.50,Derived - Major Staffing Category,Derived
2018-2019,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,Other Staff,13535.36,Derived - Major Staffing Category,Derived
2018-2019,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,School Staff,16957.62,Derived - Major Staffing Category,Derived
2018-2019,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,Teachers,31962.71,Derived - Major Staffing Category,Derived
2018-2019,28,MISSISSIPPI,MS,MISSISSIPPI DEPARTMENT OF EDUCATION,01,No Category Codes,67299.47,Education Unit Total,Reported
2018-2019,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,All Other Support Staff,20654.46,Category Set A,Reported
2018-2019,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,Elementary School Counselors,1140.58,Category Set A,Reported
2018-2019,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,Elementary Teachers,29138.88,Category Set A,Reported
2018-2019,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,Instructional Coordinators and Supervisors to the Staff,1447.56,Category Set A,Reported
2018-2019,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,Kindergarten Teachers,4237.49,Category Set A,Reported
2018-2019,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,LEA Administrative Support Staff,5970.23,Category Set A,Reported
2018-2019,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,LEA Administrators,893.03,Category Set A,Reported
2018-2019,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,Librarians/media specialists,1359.63,Category Set A,Reported
2018-2019,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,Library/Media Support Staff,72.10,Category Set A,Reported
2018-2019,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,Missing,,Category Set A,Not reported
2018-2019,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,Paraprofessionals/Instructional Aides,14221.90,Category Set A,Reported
2018-2019,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,Pre-kindergarten Teachers,2243.27,Category Set A,Reported
2018-2019,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,School Administrative Support Staff,288.75,Category Set A,Reported
2018-2019,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,School administrators,3430.41,Category Set A,Reported
2018-2019,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,School Counselors,961.29,Category Set A,Reported
2018-2019,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,Secondary School Counselors,589.02,Category Set A,Reported
2018-2019,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,Secondary Teachers,32878.82,Category Set A,Reported
2018-2019,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,Student Support Services Staff,5803.58,Category Set A,Reported
2018-2019,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,Guidance Counselors,2690.89,Derived - Major Staffing Category,Derived
2018-2019,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,LEA Staff,8310.82,Derived - Major Staffing Category,Derived
2018-2019,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,Other Staff,20654.46,Derived - Major Staffing Category,Derived
2018-2019,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,School Staff,25176.37,Derived - Major Staffing Category,Derived
2018-2019,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,Teachers,68498.46,Derived - Major Staffing Category,Derived
2018-2019,29,MISSOURI,MO,MISSOURI DEPT OF ELEMENTARY AND SECONDARY EDUCATION,01,No Category Codes,125331.0,Education Unit Total,Reported
2018-2019,30,MONTANA,MT,Montana Office of Public Instruction,01,All Other Support Staff,3711.70,Category Set A,Reported
2018-2019,30,MONTANA,MT,Montana Office of Public Instruction,01,Elementary School Counselors,320.42,Category Set A,Reported
2018-2019,30,MONTANA,MT,Montana Office of Public Instruction,01,Elementary Teachers,6343.34,Category Set A,Imputation
2018-2019,30,MONTANA,MT,Montana Office of Public Instruction,01,Instructional Coordinators and Supervisors to the Staff,208.84,Category Set A,Reported
2018-2019,30,MONTANA,MT,Montana Office of Public Instruction,01,Kindergarten Teachers,773.05,Category Set A,Imputation
2018-2019,30,MONTANA,MT,Montana Office of Public Instruction,01,LEA Administrative Support Staff,678.30,Category Set A,Reported
2018-2019,30,MONTANA,MT,Montana Office of Public Instruction,01,LEA Administrators,486.65,Category Set A,Reported
2018-2019,30,MONTANA,MT,Montana Office of Public Instruction,01,Librarians/media specialists,365.21,Category Set A,Reported
2018-2019,30,MONTANA,MT,Montana Office of Public Instruction,01,Library/Media Support Staff,,Category Set A,Missing
2018-2019,30,MONTANA,MT,Montana Office of Public Instruction,01,Missing,,Category Set A,Not reported
2018-2019,30,MONTANA,MT,Montana Office of Public Instruction,01,Paraprofessionals/Instructional Aides,2835.38,Category Set A,Reported
2018-2019,30,MONTANA,MT,Montana Office of Public Instruction,01,Pre-kindergarten Teachers,310.03,Category Set A,Imputation
2018-2019,30,MONTANA,MT,Montana Office of Public Instruction,01,School Administrative Support Staff,755.56,Category Set A,Reported
2018-2019,30,MONTANA,MT,Montana Office of Public Instruction,01,School administrators,535.11,Category Set A,Reported
2018-2019,30,MONTANA,MT,Montana Office of Public Instruction,01,School Counselors,0.00,Category Set A,Reported
2018-2019,30,MONTANA,MT,Montana Office of Public Instruction,01,Secondary School Counselors,158.11,Category Set A,Reported
2018-2019,30,MONTANA,MT,Montana Office of Public Instruction,01,Secondary Teachers,3110.81,Category Set A,Reported
2018-2019,30,MONTANA,MT,Montana Office of Public Instruction,01,Student Support Services Staff,757.75,Category Set A,Reported
2018-2019,30,MONTANA,MT,Montana Office of Public Instruction,01,Ungraded Teachers,38.01,Category Set A,Reported
2018-2019,30,MONTANA,MT,Montana Office of Public Instruction,01,Guidance Counselors,478.53,Derived - Major Staffing Category,Derived
2018-2019,30,MONTANA,MT,Montana Office of Public Instruction,01,LEA Staff,1373.79,Derived - Major Staffing Category,Derived
2018-2019,30,MONTANA,MT,Montana Office of Public Instruction,01,Other Staff,3711.70,Derived - Major Staffing Category,Derived
2018-2019,30,MONTANA,MT,Montana Office of Public Instruction,01,School Staff,5249.01,Derived - Major Staffing Category,Derived
2018-2019,30,MONTANA,MT,Montana Office of Public Instruction,01,Teachers,10575.24,Derived - Major Staffing Category,Derived
2018-2019,30,MONTANA,MT,Montana Office of Public Instruction,01,No Category Codes,21388.27,Education Unit Total,Reported
2018-2019,31,NEBRASKA,NE,Nebraska Department of Education,01,All Other Support Staff,8652.57,Category Set A,Reported
2018-2019,31,NEBRASKA,NE,Nebraska Department of Education,01,Elementary School Counselors,440.43,Category Set A,Reported
2018-2019,31,NEBRASKA,NE,Nebraska Department of Education,01,Elementary Teachers,13040.31,Category Set A,Imputation
2018-2019,31,NEBRASKA,NE,Nebraska Department of Education,01,Instructional Coordinators and Supervisors to the Staff,724.44,Category Set A,Reported
2018-2019,31,NEBRASKA,NE,Nebraska Department of Education,01,Kindergarten Teachers,1594.66,Category Set A,Imputation
2018-2019,31,NEBRASKA,NE,Nebraska Department of Education,01,LEA Administrative Support Staff,1265.72,Category Set A,Reported
2018-2019,31,NEBRASKA,NE,Nebraska Department of Education,01,LEA Administrators,678.31,Category Set A,Reported
2018-2019,31,NEBRASKA,NE,Nebraska Department of Education,01,Librarians/media specialists,534.36,Category Set A,Reported
2018-2019,31,NEBRASKA,NE,Nebraska Department of Education,01,Library/Media Support Staff,393.07,Category Set A,Reported
2018-2019,31,NEBRASKA,NE,Nebraska Department of Education,01,Missing,,Category Set A,Not reported
2018-2019,31,NEBRASKA,NE,Nebraska Department of Education,01,Paraprofessionals/Instructional Aides,7272.50,Category Set A,Reported
2018-2019,31,NEBRASKA,NE,Nebraska Department of Education,01,Pre-kindergarten Teachers,801.61,Category Set A,Reported
2018-2019,31,NEBRASKA,NE,Nebraska Department of Education,01,School Administrative Support Staff,1577.48,Category Set A,Reported
2018-2019,31,NEBRASKA,NE,Nebraska Department of Education,01,School administrators,1098.07,Category Set A,Reported
2018-2019,31,NEBRASKA,NE,Nebraska Department of Education,01,School Counselors,0.00,Category Set A,Post-submission edit
2018-2019,31,NEBRASKA,NE,Nebraska Department of Education,01,Secondary School Counselors,408.03,Category Set A,Reported
2018-2019,31,NEBRASKA,NE,Nebraska Department of Education,01,Secondary Teachers,8475.02,Category Set A,Reported
2018-2019,31,NEBRASKA,NE,Nebraska Department of Education,01,Student Support Services Staff,1692.70,Category Set A,Reported
