SCHOOL_YEAR,FIPST,STATENAME,ST,SEA_NAME,STATE_AGENCY_NO,STAFF,STAFF_COUNT,TOTAL_INDICATOR,DMS_FLAG
2022-2023,32,NEVADA,NV,Nevada Department of Education,01,Ungraded Teachers,4271.20,Category Set A,Reported
2022-2023,32,NEVADA,NV,Nevada Department of Education,01,Guidance Counselors,1061.37,Derived - Major Staffing Category,Derived
2022-2023,32,NEVADA,NV,Nevada Department of Education,01,LEA Staff,3465.69,Derived - Major Staffing Category,Derived
2022-2023,32,NEVADA,NV,Nevada Department of Education,01,Other Staff,7347.00,Derived - Major Staffing Category,Derived
2022-2023,32,NEVADA,NV,Nevada Department of Education,01,School Staff,12873.59,Derived - Major Staffing Category,Derived
2022-2023,32,NEVADA,NV,Nevada Department of Education,01,Teachers,23076.46,Derived - Major Staffing Category,Derived
2022-2023,32,NEVADA,NV,Nevada Department of Education,01,No Category Codes,47824.11,Education Unit Total,Reported
2022-2023,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,All Other Support Staff,4142.90,Category Set A,Reported
2022-2023,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Elementary School Counselors,517.00,Category Set A,Reported
2022-2023,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Elementary Teachers,9418.70,Category Set A,Reported
2022-2023,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Instructional Coordinators and Supervisors to the Staff,266.20,Category Set A,Reported
2022-2023,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Kindergarten Teachers,731.10,Category Set A,Reported
2022-2023,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,LEA Administrative Support Staff,704.77,Category Set A,Reported
2022-2023,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,LEA Administrators,801.53,Category Set A,Reported
2022-2023,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Librarians/media specialists,318.60,Category Set A,Reported
2022-2023,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Library/Media Support Staff,185.90,Category Set A,Reported
2022-2023,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Missing,,Category Set A,Not reported
2022-2023,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Paraprofessionals/Instructional Aides,5578.90,Category Set A,Reported
2022-2023,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Pre-kindergarten Teachers,216.90,Category Set A,Reported
2022-2023,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,School Administrative Support Staff,1239.80,Category Set A,Reported
2022-2023,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,School administrators,832.00,Category Set A,Reported
2022-2023,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,School Counselors,0.00,Category Set A,Reported
2022-2023,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,School Psychologists,217.48,Category Set A,Reported
2022-2023,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Secondary School Counselors,333.90,Category Set A,Reported
2022-2023,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Secondary Teachers,4364.70,Category Set A,Reported
2022-2023,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Student Support Services Staff (w/o Psychology),1327.26,Category Set A,Reported
2022-2023,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Ungraded Teachers,0.00,Category Set A,Reported
2022-2023,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Guidance Counselors,850.90,Derived - Major Staffing Category,Derived
2022-2023,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,LEA Staff,1772.50,Derived - Major Staffing Category,Derived
2022-2023,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Other Staff,4142.90,Derived - Major Staffing Category,Derived
2022-2023,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,School Staff,9699.94,Derived - Major Staffing Category,Derived
2022-2023,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Teachers,14731.40,Derived - Major Staffing Category,Derived
2022-2023,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,No Category Codes,31197.64,Education Unit Total,Reported
2022-2023,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,All Other Support Staff,37425.30,Category Set A,Reported
2022-2023,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Elementary School Counselors,0.00,Category Set A,Reported
2022-2023,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Elementary Teachers,54349.96,Category Set A,Reported
2022-2023,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Instructional Coordinators and Supervisors to the Staff,4289.43,Category Set A,Reported
2022-2023,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Kindergarten Teachers,2858.58,Category Set A,Reported
2022-2023,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,LEA Administrative Support Staff,5615.82,Category Set A,Reported
2022-2023,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,LEA Administrators,1525.12,Category Set A,Reported
2022-2023,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Librarians/media specialists,1184.74,Category Set A,Reported
2022-2023,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Library/Media Support Staff,0.00,Category Set A,Reported
2022-2023,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Missing,,Category Set A,Not reported
2022-2023,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Paraprofessionals/Instructional Aides,42605.24,Category Set A,Reported
2022-2023,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Pre-kindergarten Teachers,4630.13,Category Set A,Reported
2022-2023,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,School Administrative Support Staff,9638.78,Category Set A,Reported
2022-2023,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,School administrators,5565.30,Category Set A,Reported
2022-2023,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,School Counselors,4499.73,Category Set A,Reported
2022-2023,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,School Psychologists,2087.56,Category Set A,Reported
2022-2023,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Secondary School Counselors,0.00,Category Set A,Reported
2022-2023,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Secondary Teachers,36804.18,Category Set A,Reported
2022-2023,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Student Support Services Staff (w/o Psychology),12432.67,Category Set A,Reported
2022-2023,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Ungraded Teachers,19018.49,Category Set A,Reported
2022-2023,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Guidance Counselors,4499.73,Derived - Major Staffing Category,Derived
2022-2023,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,LEA Staff,11430.37,Derived - Major Staffing Category,Derived
2022-2023,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Other Staff,37425.30,Derived - Major Staffing Category,Derived
2022-2023,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,School Staff,73514.29,Derived - Major Staffing Category,Derived
2022-2023,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Teachers,117661.34,Derived - Major Staffing Category,Derived
2022-2023,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,No Category Codes,244531.03,Education Unit Total,Reported
2022-2023,35,NEW MEXICO,NM,New Mexico Public Education Department,01,All Other Support Staff,3776.28,Category Set A,Reported
2022-2023,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Elementary School Counselors,270.96,Category Set A,Reported
2022-2023,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Elementary Teachers,7568.61,Category Set A,Reported
2022-2023,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Instructional Coordinators and Supervisors to the Staff,282.89,Category Set A,Reported
2022-2023,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Kindergarten Teachers,1087.37,Category Set A,Reported
2022-2023,35,NEW MEXICO,NM,New Mexico Public Education Department,01,LEA Administrative Support Staff,31.11,Category Set A,Reported
2022-2023,35,NEW MEXICO,NM,New Mexico Public Education Department,01,LEA Administrators,280.53,Category Set A,Reported
2022-2023,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Librarians/media specialists,208.56,Category Set A,Reported
2022-2023,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Library/Media Support Staff,104.88,Category Set A,Reported
2022-2023,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Missing,,Category Set A,Not reported
2022-2023,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Paraprofessionals/Instructional Aides,6207.44,Category Set A,Reported
2022-2023,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Pre-kindergarten Teachers,614.94,Category Set A,Reported
2022-2023,35,NEW MEXICO,NM,New Mexico Public Education Department,01,School Administrative Support Staff,2026.74,Category Set A,Reported
2022-2023,35,NEW MEXICO,NM,New Mexico Public Education Department,01,School administrators,1240.18,Category Set A,Reported
2022-2023,35,NEW MEXICO,NM,New Mexico Public Education Department,01,School Counselors,7.55,Category Set A,Reported
2022-2023,35,NEW MEXICO,NM,New Mexico Public Education Department,01,School Psychologists,19.62,Category Set A,Reported
2022-2023,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Secondary School Counselors,424.06,Category Set A,Reported
2022-2023,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Secondary Teachers,8401.03,Category Set A,Reported
2022-2023,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Student Support Services Staff (w/o Psychology),1766.06,Category Set A,Reported
2022-2023,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Ungraded Teachers,3899.60,Category Set A,Reported
2022-2023,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Guidance Counselors,702.57,Derived - Major Staffing Category,Derived
2022-2023,35,NEW MEXICO,NM,New Mexico Public Education Department,01,LEA Staff,594.53,Derived - Major Staffing Category,Derived
2022-2023,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Other Staff,3776.28,Derived - Major Staffing Category,Derived
2022-2023,35,NEW MEXICO,NM,New Mexico Public Education Department,01,School Staff,11573.48,Derived - Major Staffing Category,Derived
2022-2023,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Teachers,21571.55,Derived - Major Staffing Category,Derived
2022-2023,35,NEW MEXICO,NM,New Mexico Public Education Department,01,No Category Codes,38218.41,Education Unit Total,Reported
2022-2023,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,All Other Support Staff,64431.90,Category Set A,Reported
2022-2023,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Elementary School Counselors,1566.97,Category Set A,Reported
2022-2023,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Elementary Teachers,100830.66,Category Set A,Reported
2022-2023,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Instructional Coordinators and Supervisors to the Staff,7052.52,Category Set A,Reported
2022-2023,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Kindergarten Teachers,12906.38,Category Set A,Reported
2022-2023,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,LEA Administrative Support Staff,24194.80,Category Set A,Reported
2022-2023,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,LEA Administrators,4208.68,Category Set A,Reported
2022-2023,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Librarians/media specialists,1080.25,Category Set A,Reported
2022-2023,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Library/Media Support Staff,1136.30,Category Set A,Reported
2022-2023,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Missing,,Category Set A,Not reported
2022-2023,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Paraprofessionals/Instructional Aides,76573.10,Category Set A,Reported
2022-2023,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Pre-kindergarten Teachers,1172.25,Category Set A,Reported
2022-2023,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,School Administrative Support Staff,3056.50,Category Set A,Reported
2022-2023,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,School administrators,9290.02,Category Set A,Reported
2022-2023,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,School Counselors,2953.11,Category Set A,Reported
2022-2023,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,School Psychologists,4024.44,Category Set A,Reported
2022-2023,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Secondary School Counselors,3126.72,Category Set A,Reported
2022-2023,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Secondary Teachers,98812.81,Category Set A,Reported
2022-2023,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Student Support Services Staff (w/o Psychology),13094.19,Category Set A,Reported
2022-2023,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Ungraded Teachers,2038.90,Category Set A,Reported
2022-2023,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Guidance Counselors,7646.80,Derived - Major Staffing Category,Derived
2022-2023,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,LEA Staff,35456.00,Derived - Major Staffing Category,Derived
2022-2023,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Other Staff,64431.90,Derived - Major Staffing Category,Derived
2022-2023,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,School Staff,108254.80,Derived - Major Staffing Category,Derived
2022-2023,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Teachers,215761.00,Derived - Major Staffing Category,Derived
2022-2023,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,No Category Codes,431550.51,Education Unit Total,Reported
2022-2023,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,All Other Support Staff,30498.24,Category Set A,Reported
2022-2023,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,Elementary School Counselors,1939.87,Category Set A,Reported
2022-2023,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,Elementary Teachers,60880.24,Category Set A,Reported
2022-2023,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,Instructional Coordinators and Supervisors to the Staff,1278.97,Category Set A,Reported
2022-2023,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,Kindergarten Teachers,6929.27,Category Set A,Reported
2022-2023,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,LEA Administrative Support Staff,5995.31,Category Set A,Reported
2022-2023,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,LEA Administrators,1946.47,Category Set A,Reported
2022-2023,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,Librarians/media specialists,1983.09,Category Set A,Reported
2022-2023,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,Library/Media Support Staff,159.65,Category Set A,Reported
2022-2023,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,Missing,,Category Set A,Not reported
2022-2023,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,Paraprofessionals/Instructional Aides,22059.08,Category Set A,Reported
2022-2023,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,Pre-kindergarten Teachers,2049.33,Category Set A,Reported
2022-2023,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,School Administrative Support Staff,7017.60,Category Set A,Reported
2022-2023,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,School administrators,6330.26,Category Set A,Reported
2022-2023,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,School Counselors,132.74,Category Set A,Reported
2022-2023,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,School Psychologists,780.69,Category Set A,Reported
2022-2023,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,Secondary School Counselors,2424.50,Category Set A,Reported
2022-2023,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,Secondary Teachers,29224.74,Category Set A,Reported
2022-2023,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,Student Support Services Staff (w/o Psychology),12601.12,Category Set A,Reported
2022-2023,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,Ungraded Teachers,896.23,Category Set A,Reported
2022-2023,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,Guidance Counselors,4497.11,Derived - Major Staffing Category,Derived
2022-2023,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,LEA Staff,9220.75,Derived - Major Staffing Category,Derived
2022-2023,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,Other Staff,30498.24,Derived - Major Staffing Category,Derived
2022-2023,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,School Staff,50931.49,Derived - Major Staffing Category,Derived
2022-2023,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,Teachers,99979.81,Derived - Major Staffing Category,Derived
2022-2023,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,No Category Codes,195127.40,Education Unit Total,Reported
2022-2023,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,All Other Support Staff,2791.98,Category Set A,Reported
2022-2023,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,Elementary School Counselors,0.00,Category Set A,Reported
2022-2023,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,Elementary Teachers,5675.01,Category Set A,Reported
2022-2023,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,Instructional Coordinators and Supervisors to the Staff,269.30,Category Set A,Reported
2022-2023,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,Kindergarten Teachers,620.38,Category Set A,Reported
2022-2023,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,LEA Administrative Support Staff,350.90,Category Set A,Reported
2022-2023,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,LEA Administrators,531.24,Category Set A,Reported
2022-2023,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,Librarians/media specialists,177.31,Category Set A,Reported
2022-2023,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,Library/Media Support Staff,183.69,Category Set A,Reported
2022-2023,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,Missing,,Category Set A,Not reported
2022-2023,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,Paraprofessionals/Instructional Aides,3391.29,Category Set A,Reported
2022-2023,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,Pre-kindergarten Teachers,168.52,Category Set A,Reported
2022-2023,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,School Administrative Support Staff,616.09,Category Set A,Reported
2022-2023,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,School administrators,546.40,Category Set A,Reported
2022-2023,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,School Counselors,398.17,Category Set A,Reported
2022-2023,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,School Psychologists,73.45,Category Set A,Reported
2022-2023,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,Secondary School Counselors,0.00,Category Set A,Reported
2022-2023,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,Secondary Teachers,3117.17,Category Set A,Reported
2022-2023,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,Student Support Services Staff (w/o Psychology),1061.51,Category Set A,Reported
2022-2023,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,Guidance Counselors,398.17,Derived - Major Staffing Category,Derived
2022-2023,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,LEA Staff,1151.44,Derived - Major Staffing Category,Derived
2022-2023,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,Other Staff,2791.98,Derived - Major Staffing Category,Derived
2022-2023,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,School Staff,6049.74,Derived - Major Staffing Category,Derived
2022-2023,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,Teachers,9581.08,Derived - Major Staffing Category,Derived
2022-2023,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,No Category Codes,19972.41,Education Unit Total,Reported
2022-2023,39,OHIO,OH,Ohio Department of Education,01,All Other Support Staff,107410.76,Category Set A,Reported
2022-2023,39,OHIO,OH,Ohio Department of Education,01,Elementary School Counselors,0.00,Category Set A,Reported
2022-2023,39,OHIO,OH,Ohio Department of Education,01,Elementary Teachers,42412.35,Category Set A,Reported
2022-2023,39,OHIO,OH,Ohio Department of Education,01,Instructional Coordinators and Supervisors to the Staff,2103.98,Category Set A,Reported
2022-2023,39,OHIO,OH,Ohio Department of Education,01,Kindergarten Teachers,6763.48,Category Set A,Reported
2022-2023,39,OHIO,OH,Ohio Department of Education,01,LEA Administrative Support Staff,14656.40,Category Set A,Reported
2022-2023,39,OHIO,OH,Ohio Department of Education,01,LEA Administrators,2732.09,Category Set A,Reported
2022-2023,39,OHIO,OH,Ohio Department of Education,01,Librarians/media specialists,684.32,Category Set A,Reported
2022-2023,39,OHIO,OH,Ohio Department of Education,01,Library/Media Support Staff,1426.94,Category Set A,Reported
2022-2023,39,OHIO,OH,Ohio Department of Education,01,Missing,,Category Set A,Not reported
2022-2023,39,OHIO,OH,Ohio Department of Education,01,Paraprofessionals/Instructional Aides,25302.79,Category Set A,Reported
2022-2023,39,OHIO,OH,Ohio Department of Education,01,Pre-kindergarten Teachers,2384.78,Category Set A,Reported
2022-2023,39,OHIO,OH,Ohio Department of Education,01,School Administrative Support Staff,12364.60,Category Set A,Reported
2022-2023,39,OHIO,OH,Ohio Department of Education,01,School administrators,5857.16,Category Set A,Reported
2022-2023,39,OHIO,OH,Ohio Department of Education,01,School Counselors,4451.54,Category Set A,Reported
2022-2023,39,OHIO,OH,Ohio Department of Education,01,School Psychologists,2027.70,Category Set A,Reported
2022-2023,39,OHIO,OH,Ohio Department of Education,01,Secondary School Counselors,0.00,Category Set A,Reported
2022-2023,39,OHIO,OH,Ohio Department of Education,01,Secondary Teachers,48026.12,Category Set A,Reported
2022-2023,39,OHIO,OH,Ohio Department of Education,01,Student Support Services Staff (w/o Psychology),30163.74,Category Set A,Reported
2022-2023,39,OHIO,OH,Ohio Department of Education,01,Ungraded Teachers,2735.94,Category Set A,Reported
2022-2023,39,OHIO,OH,Ohio Department of Education,01,Guidance Counselors,4451.54,Derived - Major Staffing Category,Derived
2022-2023,39,OHIO,OH,Ohio Department of Education,01,LEA Staff,19492.47,Derived - Major Staffing Category,Derived
2022-2023,39,OHIO,OH,Ohio Department of Education,01,Other Staff,107410.76,Derived - Major Staffing Category,Derived
2022-2023,39,OHIO,OH,Ohio Department of Education,01,School Staff,77827.25,Derived - Major Staffing Category,Derived
2022-2023,39,OHIO,OH,Ohio Department of Education,01,Teachers,102322.67,Derived - Major Staffing Category,Derived
2022-2023,39,OHIO,OH,Ohio Department of Education,01,No Category Codes,311504.80,Education Unit Total,Reported
2022-2023,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,All Other Support Staff,14246.71,Category Set A,Reported
2022-2023,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Elementary School Counselors,798.10,Category Set A,Reported
2022-2023,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Elementary Teachers,19432.88,Category Set A,Reported
2022-2023,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Instructional Coordinators and Supervisors to the Staff,492.17,Category Set A,Reported
2022-2023,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Kindergarten Teachers,1993.24,Category Set A,Reported
2022-2023,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,LEA Administrative Support Staff,3211.06,Category Set A,Reported
2022-2023,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,LEA Administrators,913.49,Category Set A,Reported
2022-2023,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Librarians/media specialists,883.97,Category Set A,Reported
2022-2023,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Library/Media Support Staff,680.06,Category Set A,Reported
2022-2023,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Missing,,Category Set A,Not reported
2022-2023,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Paraprofessionals/Instructional Aides,11757.44,Category Set A,Reported
2022-2023,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Pre-kindergarten Teachers,1711.48,Category Set A,Reported
2022-2023,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,School Administrative Support Staff,3870.64,Category Set A,Reported
2022-2023,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,School administrators,2563.62,Category Set A,Reported
2022-2023,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,School Counselors,0.00,Category Set A,Post-Submission edit
2022-2023,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,School Psychologists,161.84,Category Set A,Reported
2022-2023,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Secondary School Counselors,1134.16,Category Set A,Reported
2022-2023,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Secondary Teachers,18986.80,Category Set A,Reported
2022-2023,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Student Support Services Staff (w/o Psychology),6101.45,Category Set A,Reported
2022-2023,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Guidance Counselors,1932.26,Derived - Major Staffing Category,Derived
2022-2023,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,LEA Staff,4616.72,Derived - Major Staffing Category,Derived
2022-2023,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Other Staff,14246.71,Derived - Major Staffing Category,Derived
2022-2023,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,School Staff,26019.02,Derived - Major Staffing Category,Derived
2022-2023,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Teachers,42124.40,Derived - Major Staffing Category,Derived
2022-2023,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,No Category Codes,88939.11,Education Unit Total,Reported
2022-2023,41,OREGON,OR,Oregon Department of Education,01,All Other Support Staff,17967.71,Category Set A,Reported
2022-2023,41,OREGON,OR,Oregon Department of Education,01,Elementary School Counselors,0.00,Category Set A,Post-Submission edit
