SCHOOL_YEAR,FIPST,STATENAME,ST,SEA_NAME,STATE_AGENCY_NO,STAFF,STAFF_COUNT,TOTAL_INDICATOR,DMS_FLAG
2021-2022,32,NEVADA,NV,Nevada Department of Education,01,School Staff,,Derived - Major Staffing Category,Not reported
2021-2022,32,NEVADA,NV,Nevada Department of Education,01,Teachers,,Derived - Major Staffing Category,Not reported
2021-2022,32,NEVADA,NV,Nevada Department of Education,01,No Category Codes,,Education Unit Total,Not reported
2021-2022,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,All Other Support Staff,4191.40,Category Set A,Reported
2021-2022,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Elementary School Counselors,484.40,Category Set A,Reported
2021-2022,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Elementary Teachers,9293.50,Category Set A,Reported
2021-2022,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Instructional Coordinators and Supervisors to the Staff,255.40,Category Set A,Reported
2021-2022,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Kindergarten Teachers,693.00,Category Set A,Reported
2021-2022,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,LEA Administrative Support Staff,703.39,Category Set A,Reported
2021-2022,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,LEA Administrators,754.90,Category Set A,Reported
2021-2022,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Librarians/media specialists,327.30,Category Set A,Reported
2021-2022,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Library/Media Support Staff,190.10,Category Set A,Reported
2021-2022,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Missing,,Category Set A,Not reported
2021-2022,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Paraprofessionals/Instructional Aides,5719.00,Category Set A,Reported
2021-2022,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Pre-kindergarten Teachers,251.20,Category Set A,Reported
2021-2022,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,School Administrative Support Staff,1212.70,Category Set A,Reported
2021-2022,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,School administrators,810.40,Category Set A,Reported
2021-2022,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,School Counselors,0.00,Category Set A,Post-Submission edit
2021-2022,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,School Psychologists,204.70,Category Set A,Reported
2021-2022,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Secondary School Counselors,332.40,Category Set A,Reported
2021-2022,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Secondary Teachers,4388.50,Category Set A,Reported
2021-2022,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Student Support Services Staff (w/o Psychology),1249.95,Category Set A,Reported
2021-2022,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Guidance Counselors,816.80,Derived - Major Staffing Category,Derived
2021-2022,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,LEA Staff,1713.69,Derived - Major Staffing Category,Derived
2021-2022,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Other Staff,4191.40,Derived - Major Staffing Category,Derived
2021-2022,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,School Staff,9714.15,Derived - Major Staffing Category,Derived
2021-2022,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Teachers,14626.20,Derived - Major Staffing Category,Derived
2021-2022,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,No Category Codes,31062.24,Education Unit Total,Reported
2021-2022,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,All Other Support Staff,36034.62,Category Set A,Reported
2021-2022,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Elementary School Counselors,0.00,Category Set A,Post-Submission edit
2021-2022,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Elementary Teachers,54649.70,Category Set A,Reported
2021-2022,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Instructional Coordinators and Supervisors to the Staff,4056.76,Category Set A,Reported
2021-2022,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Kindergarten Teachers,2884.49,Category Set A,Reported
2021-2022,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,LEA Administrative Support Staff,5329.28,Category Set A,Reported
2021-2022,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,LEA Administrators,1477.32,Category Set A,Reported
2021-2022,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Librarians/media specialists,1206.18,Category Set A,Reported
2021-2022,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Library/Media Support Staff,0.00,Category Set A,Reported
2021-2022,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Missing,,Category Set A,Not reported
2021-2022,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Paraprofessionals/Instructional Aides,40584.23,Category Set A,Reported
2021-2022,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Pre-kindergarten Teachers,4379.68,Category Set A,Reported
2021-2022,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,School Administrative Support Staff,9298.38,Category Set A,Reported
2021-2022,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,School administrators,5438.69,Category Set A,Reported
2021-2022,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,School Counselors,4286.07,Category Set A,Reported
2021-2022,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,School Psychologists,2067.67,Category Set A,Reported
2021-2022,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Secondary School Counselors,0.00,Category Set A,Post-Submission edit
2021-2022,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Secondary Teachers,36995.81,Category Set A,Reported
2021-2022,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Student Support Services Staff (w/o Psychology),11995.04,Category Set A,Reported
2021-2022,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Ungraded Teachers,18217.13,Category Set A,Reported
2021-2022,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Guidance Counselors,4286.07,Derived - Major Staffing Category,Derived
2021-2022,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,LEA Staff,10863.36,Derived - Major Staffing Category,Derived
2021-2022,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Other Staff,36034.62,Derived - Major Staffing Category,Derived
2021-2022,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,School Staff,70590.19,Derived - Major Staffing Category,Derived
2021-2022,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Teachers,117126.8,Derived - Major Staffing Category,Derived
2021-2022,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,No Category Codes,238901.1,Education Unit Total,Reported
2021-2022,35,NEW MEXICO,NM,New Mexico Public Education Department,01,All Other Support Staff,3513.33,Category Set A,Reported
2021-2022,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Elementary School Counselors,271.21,Category Set A,Reported
2021-2022,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Elementary Teachers,7520.73,Category Set A,Reported
2021-2022,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Instructional Coordinators and Supervisors to the Staff,280.88,Category Set A,Reported
2021-2022,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Kindergarten Teachers,1086.49,Category Set A,Reported
2021-2022,35,NEW MEXICO,NM,New Mexico Public Education Department,01,LEA Administrative Support Staff,29.24,Category Set A,Reported
2021-2022,35,NEW MEXICO,NM,New Mexico Public Education Department,01,LEA Administrators,252.42,Category Set A,Reported
2021-2022,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Librarians/media specialists,207.64,Category Set A,Reported
2021-2022,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Library/Media Support Staff,99.85,Category Set A,Reported
2021-2022,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Missing,,Category Set A,Not reported
2021-2022,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Paraprofessionals/Instructional Aides,5822.01,Category Set A,Reported
2021-2022,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Pre-kindergarten Teachers,583.96,Category Set A,Reported
2021-2022,35,NEW MEXICO,NM,New Mexico Public Education Department,01,School Administrative Support Staff,2091.27,Category Set A,Reported
2021-2022,35,NEW MEXICO,NM,New Mexico Public Education Department,01,School administrators,1237.77,Category Set A,Reported
2021-2022,35,NEW MEXICO,NM,New Mexico Public Education Department,01,School Counselors,6.94,Category Set A,Reported
2021-2022,35,NEW MEXICO,NM,New Mexico Public Education Department,01,School Psychologists,15.99,Category Set A,Reported
2021-2022,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Secondary School Counselors,434.65,Category Set A,Reported
2021-2022,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Secondary Teachers,8382.28,Category Set A,Reported
2021-2022,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Student Support Services Staff (w/o Psychology),1624.51,Category Set A,Reported
2021-2022,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Ungraded Teachers,3901.63,Category Set A,Reported
2021-2022,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Guidance Counselors,712.80,Derived - Major Staffing Category,Derived
2021-2022,35,NEW MEXICO,NM,New Mexico Public Education Department,01,LEA Staff,562.54,Derived - Major Staffing Category,Derived
2021-2022,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Other Staff,3513.33,Derived - Major Staffing Category,Derived
2021-2022,35,NEW MEXICO,NM,New Mexico Public Education Department,01,School Staff,11099.04,Derived - Major Staffing Category,Derived
2021-2022,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Teachers,21475.09,Derived - Major Staffing Category,Derived
2021-2022,35,NEW MEXICO,NM,New Mexico Public Education Department,01,No Category Codes,37362.80,Education Unit Total,Reported
2021-2022,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,All Other Support Staff,63437.90,Category Set A,Reported
2021-2022,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Elementary School Counselors,934.32,Category Set A,Reported
2021-2022,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Elementary Teachers,101053.0,Category Set A,Reported
2021-2022,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Instructional Coordinators and Supervisors to the Staff,6282.51,Category Set A,Reported
2021-2022,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Kindergarten Teachers,12883.57,Category Set A,Reported
2021-2022,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,LEA Administrative Support Staff,24064.60,Category Set A,Reported
2021-2022,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,LEA Administrators,4118.22,Category Set A,Reported
2021-2022,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Librarians/media specialists,1043.85,Category Set A,Reported
2021-2022,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Library/Media Support Staff,1108.20,Category Set A,Reported
2021-2022,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Missing,,Category Set A,Not reported
2021-2022,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Paraprofessionals/Instructional Aides,75130.60,Category Set A,Reported
2021-2022,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Pre-kindergarten Teachers,958.24,Category Set A,Reported
2021-2022,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,School Administrative Support Staff,2899.00,Category Set A,Reported
2021-2022,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,School administrators,9592.92,Category Set A,Reported
2021-2022,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,School Counselors,2240.12,Category Set A,Reported
2021-2022,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,School Psychologists,4095.04,Category Set A,Reported
2021-2022,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Secondary School Counselors,2365.48,Category Set A,Reported
2021-2022,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Secondary Teachers,98285.94,Category Set A,Reported
2021-2022,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Student Support Services Staff (w/o Psychology),12473.71,Category Set A,Reported
2021-2022,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Ungraded Teachers,1911.45,Category Set A,Reported
2021-2022,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Guidance Counselors,5539.92,Derived - Major Staffing Category,Derived
2021-2022,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,LEA Staff,34465.33,Derived - Major Staffing Category,Derived
2021-2022,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Other Staff,63437.90,Derived - Major Staffing Category,Derived
2021-2022,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,School Staff,106343.3,Derived - Major Staffing Category,Derived
2021-2022,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Teachers,215092.2,Derived - Major Staffing Category,Derived
2021-2022,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,No Category Codes,424878.7,Education Unit Total,Reported
2021-2022,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,All Other Support Staff,29223.64,Category Set A,Reported
2021-2022,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,Elementary School Counselors,1919.42,Category Set A,Reported
2021-2022,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,Elementary Teachers,61542.09,Category Set A,Reported
2021-2022,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,Instructional Coordinators and Supervisors to the Staff,1263.63,Category Set A,Reported
2021-2022,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,Kindergarten Teachers,8045.97,Category Set A,Reported
2021-2022,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,LEA Administrative Support Staff,5891.33,Category Set A,Reported
2021-2022,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,LEA Administrators,1871.29,Category Set A,Reported
2021-2022,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,Librarians/media specialists,2018.78,Category Set A,Reported
2021-2022,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,Library/Media Support Staff,185.87,Category Set A,Reported
2021-2022,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,Missing,,Category Set A,Not reported
2021-2022,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,Paraprofessionals/Instructional Aides,21123.34,Category Set A,Reported
2021-2022,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,Pre-kindergarten Teachers,2023.19,Category Set A,Reported
2021-2022,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,School Administrative Support Staff,6929.65,Category Set A,Reported
2021-2022,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,School administrators,6403.89,Category Set A,Reported
2021-2022,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,School Counselors,190.91,Category Set A,Reported
2021-2022,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,School Psychologists,801.81,Category Set A,Reported
2021-2022,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,Secondary School Counselors,2710.03,Category Set A,Reported
2021-2022,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,Secondary Teachers,29487.66,Category Set A,Reported
2021-2022,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,Student Support Services Staff (w/o Psychology),11964.58,Category Set A,Reported
2021-2022,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,Ungraded Teachers,934.70,Category Set A,Reported
2021-2022,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,Guidance Counselors,4820.36,Derived - Major Staffing Category,Derived
2021-2022,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,LEA Staff,9026.25,Derived - Major Staffing Category,Derived
2021-2022,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,Other Staff,29223.64,Derived - Major Staffing Category,Derived
2021-2022,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,School Staff,49427.92,Derived - Major Staffing Category,Derived
2021-2022,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,Teachers,102033.6,Derived - Major Staffing Category,Derived
2021-2022,37,NORTH CAROLINA,NC,NC Department of Public Instruction,01,No Category Codes,194531.8,Education Unit Total,Reported
2021-2022,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,All Other Support Staff,2798.25,Category Set A,Reported
2021-2022,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,Elementary School Counselors,0.00,Category Set A,Reported
2021-2022,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,Elementary Teachers,5627.92,Category Set A,Reported
2021-2022,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,Instructional Coordinators and Supervisors to the Staff,244.59,Category Set A,Reported
2021-2022,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,Kindergarten Teachers,613.63,Category Set A,Reported
2021-2022,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,LEA Administrative Support Staff,326.90,Category Set A,Reported
2021-2022,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,LEA Administrators,519.19,Category Set A,Reported
2021-2022,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,Librarians/media specialists,179.29,Category Set A,Reported
2021-2022,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,Library/Media Support Staff,183.69,Category Set A,Reported
2021-2022,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,Missing,,Category Set A,Not reported
2021-2022,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,Paraprofessionals/Instructional Aides,3372.41,Category Set A,Reported
2021-2022,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,Pre-kindergarten Teachers,166.93,Category Set A,Reported
2021-2022,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,School Administrative Support Staff,622.27,Category Set A,Reported
2021-2022,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,School administrators,560.73,Category Set A,Reported
2021-2022,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,School Counselors,397.46,Category Set A,Reported
2021-2022,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,School Psychologists,72.15,Category Set A,Reported
2021-2022,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,Secondary School Counselors,0.00,Category Set A,Reported
2021-2022,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,Secondary Teachers,3122.15,Category Set A,Reported
2021-2022,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,Student Support Services Staff (w/o Psychology),995.71,Category Set A,Reported
2021-2022,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,Guidance Counselors,397.46,Derived - Major Staffing Category,Derived
2021-2022,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,LEA Staff,1090.68,Derived - Major Staffing Category,Derived
2021-2022,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,Other Staff,2798.25,Derived - Major Staffing Category,Derived
2021-2022,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,School Staff,5986.25,Derived - Major Staffing Category,Derived
2021-2022,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,Teachers,9530.63,Derived - Major Staffing Category,Derived
2021-2022,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,No Category Codes,19803.27,Education Unit Total,Reported
2021-2022,39,OHIO,OH,Ohio Department of Education,01,All Other Support Staff,112552.4,Category Set A,Reported
2021-2022,39,OHIO,OH,Ohio Department of Education,01,Elementary School Counselors,0.00,Category Set A,Reported
2021-2022,39,OHIO,OH,Ohio Department of Education,01,Elementary Teachers,41594.45,Category Set A,Reported
2021-2022,39,OHIO,OH,Ohio Department of Education,01,Instructional Coordinators and Supervisors to the Staff,2064.36,Category Set A,Reported
2021-2022,39,OHIO,OH,Ohio Department of Education,01,Kindergarten Teachers,6608.69,Category Set A,Reported
2021-2022,39,OHIO,OH,Ohio Department of Education,01,LEA Administrative Support Staff,14624.09,Category Set A,Reported
2021-2022,39,OHIO,OH,Ohio Department of Education,01,LEA Administrators,2716.84,Category Set A,Reported
2021-2022,39,OHIO,OH,Ohio Department of Education,01,Librarians/media specialists,701.86,Category Set A,Reported
2021-2022,39,OHIO,OH,Ohio Department of Education,01,Library/Media Support Staff,1453.42,Category Set A,Reported
2021-2022,39,OHIO,OH,Ohio Department of Education,01,Missing,,Category Set A,Not reported
2021-2022,39,OHIO,OH,Ohio Department of Education,01,Paraprofessionals/Instructional Aides,24222.60,Category Set A,Reported
2021-2022,39,OHIO,OH,Ohio Department of Education,01,Pre-kindergarten Teachers,2280.12,Category Set A,Reported
2021-2022,39,OHIO,OH,Ohio Department of Education,01,School Administrative Support Staff,11738.17,Category Set A,Reported
2021-2022,39,OHIO,OH,Ohio Department of Education,01,School administrators,5712.78,Category Set A,Reported
2021-2022,39,OHIO,OH,Ohio Department of Education,01,School Counselors,4209.70,Category Set A,Reported
2021-2022,39,OHIO,OH,Ohio Department of Education,01,School Psychologists,2005.36,Category Set A,Reported
2021-2022,39,OHIO,OH,Ohio Department of Education,01,Secondary School Counselors,0.00,Category Set A,Reported
2021-2022,39,OHIO,OH,Ohio Department of Education,01,Secondary Teachers,46495.24,Category Set A,Reported
2021-2022,39,OHIO,OH,Ohio Department of Education,01,Student Support Services Staff (w/o Psychology),28605.17,Category Set A,Reported
2021-2022,39,OHIO,OH,Ohio Department of Education,01,Ungraded Teachers,2463.54,Category Set A,Reported
2021-2022,39,OHIO,OH,Ohio Department of Education,01,Guidance Counselors,4209.70,Derived - Major Staffing Category,Derived
2021-2022,39,OHIO,OH,Ohio Department of Education,01,LEA Staff,19405.29,Derived - Major Staffing Category,Derived
2021-2022,39,OHIO,OH,Ohio Department of Education,01,Other Staff,112552.4,Derived - Major Staffing Category,Derived
2021-2022,39,OHIO,OH,Ohio Department of Education,01,School Staff,74439.36,Derived - Major Staffing Category,Derived
2021-2022,39,OHIO,OH,Ohio Department of Education,01,Teachers,99442.04,Derived - Major Staffing Category,Derived
2021-2022,39,OHIO,OH,Ohio Department of Education,01,No Category Codes,310048.9,Education Unit Total,Reported
2021-2022,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,All Other Support Staff,14120.49,Category Set A,Reported
2021-2022,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Elementary School Counselors,803.84,Category Set A,Reported
2021-2022,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Elementary Teachers,19921.19,Category Set A,Reported
2021-2022,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Instructional Coordinators and Supervisors to the Staff,430.81,Category Set A,Reported
2021-2022,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Kindergarten Teachers,2036.90,Category Set A,Reported
2021-2022,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,LEA Administrative Support Staff,3119.57,Category Set A,Reported
2021-2022,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,LEA Administrators,886.17,Category Set A,Reported
2021-2022,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Librarians/media specialists,883.39,Category Set A,Reported
2021-2022,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Library/Media Support Staff,668.79,Category Set A,Reported
2021-2022,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Missing,,Category Set A,Not reported
2021-2022,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Paraprofessionals/Instructional Aides,11404.65,Category Set A,Reported
2021-2022,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Pre-kindergarten Teachers,1752.39,Category Set A,Reported
2021-2022,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,School Administrative Support Staff,3881.57,Category Set A,Reported
2021-2022,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,School administrators,2521.39,Category Set A,Reported
2021-2022,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,School Counselors,0.00,Category Set A,Post-Submission edit
2021-2022,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,School Psychologists,167.92,Category Set A,Reported
2021-2022,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Secondary School Counselors,1159.06,Category Set A,Reported
2021-2022,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Secondary Teachers,19379.52,Category Set A,Reported
2021-2022,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Student Support Services Staff (w/o Psychology),5951.80,Category Set A,Reported
2021-2022,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Guidance Counselors,1962.90,Derived - Major Staffing Category,Derived
2021-2022,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,LEA Staff,4436.55,Derived - Major Staffing Category,Derived
2021-2022,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Other Staff,14120.49,Derived - Major Staffing Category,Derived
2021-2022,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,School Staff,25479.51,Derived - Major Staffing Category,Derived
2021-2022,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Teachers,43090.00,Derived - Major Staffing Category,Derived
2021-2022,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,No Category Codes,89089.45,Education Unit Total,Reported
2021-2022,41,OREGON,OR,Oregon Department of Education,01,All Other Support Staff,14408.38,Category Set A,Reported
2021-2022,41,OREGON,OR,Oregon Department of Education,01,Elementary School Counselors,0.00,Category Set A,Post-Submission edit
2021-2022,41,OREGON,OR,Oregon Department of Education,01,Elementary Teachers,19361.78,Category Set A,Reported
2021-2022,41,OREGON,OR,Oregon Department of Education,01,Instructional Coordinators and Supervisors to the Staff,739.26,Category Set A,Reported
2021-2022,41,OREGON,OR,Oregon Department of Education,01,Kindergarten Teachers,2467.06,Category Set A,Reported
2021-2022,41,OREGON,OR,Oregon Department of Education,01,LEA Administrative Support Staff,2707.40,Category Set A,Reported
2021-2022,41,OREGON,OR,Oregon Department of Education,01,LEA Administrators,545.25,Category Set A,Reported
